regionId,province,city,date,caseId,infection_case,confirmed,accumulated,briefingdate,classname,note,keyword
10,서울,용산구,2020. 5. 6,11,이태원 클럽,30,102,2020. 5. 12,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,26,119,2020. 5. 13,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,22,133,2020. 5. 14,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,22,153,2020. 5. 15,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,6,162,2020. 5. 16,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,7,168,2020. 5. 17,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,4,170,2020. 5. 18,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,19,187,2020. 5. 19,유흥시설,(전일+추가)값과 누적값 불일치,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,9,196,2020. 5. 20,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,10,206,2020. 5. 21,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,9,215,2020. 5. 22,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,4,219,2020. 5. 23,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,6,225,2020. 5. 24,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,12,237,2020. 5. 25,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,18,255,2020. 5. 26,유흥시설,이전 데이터와의 비교로 추가확진 수 유추하여 기입함,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,4,259,2020. 5. 27,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,2,261,2020. 5. 28,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,5,266,2020. 5. 29,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,3,269,2020. 5. 30,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,1,270,2020. 5. 31,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,2,272,2020. 6. 3,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,1,273,2020. 6. 6,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,1,274,2020. 6. 8,유흥시설,,
10,서울,용산구,2020. 5. 6,11,이태원 클럽,3,277,2020. 6. 9,유흥시설,,
10,서울,마포구,2020. 5. 14,12,홍대 모임,4,4,2020. 5. 14,가족 및 지인 모임,,
10,서울,마포구,2020. 5. 14,12,홍대 모임,1,5,2020. 5. 15,가족 및 지인 모임,이전 데이터와의 비교로 누적확진 수 유추하여 기입함,
10,서울,강남구,2020. 5. 19,13,삼성서울병원,4,4,2020. 5. 19,보건의료업,,
10,서울,강남구,2020. 5. 19,13,삼성서울병원,2,6,2020. 5. 21,보건의료업,2020-05-19 데이터로 누적값 유추,
10,서울,강남구,2020. 5. 19,13,삼성서울병원,3,9,2020. 5. 23,보건의료업,2020-05-21 데이터로 누적값 유추,
10,서울,양천구,2020. 5. 20,14,원어성경연구회,2,3,2020. 5. 22,종교 시설 및 단체,"은혜감리교회->원어성경연구회 집단명 변경, 지표환자 1명+추가확진 2명으로 누적값 도출",
10,서울,양천구,2020. 5. 20,14,원어성경연구회,4,7,2020. 5. 23,종교 시설 및 단체,2020-05-22 데이터로 추가확진 수 유추,
10,서울,양천구,2020. 5. 20,14,원어성경연구회,1,8,2020. 5. 25,종교 시설 및 단체,,
10,서울,양천구,2020. 5. 20,14,원어성경연구회,1,9,2020. 5. 26,종교 시설 및 단체,,
10,서울,양천구,2020. 5. 20,14,원어성경연구회,3,12,2020. 5. 27,종교 시설 및 단체,,
10,서울,양천구,2020. 5. 20,14,원어성경연구회,1,13,2020. 5. 29,종교 시설 및 단체,,
10,서울,중구,2020. 5. 26,15,KB생명보험 콜센터,,7,2020. 5. 28,사업지원 서비스업,,콜센터
10,서울,중구,2020. 5. 26,15,KB생명보험 콜센터,3,11,2020. 6. 3,사업지원 서비스업,중간 기록 누락 추정 (누적값 불일치),콜센터
10,서울,중구,2020. 5. 26,15,KB생명보험 콜센터,1,12,2020. 6. 4,사업지원 서비스업,,콜센터
10,서울,중구,2020. 5. 26,15,KB생명보험 콜센터,1,13,2020. 6. 9,사업지원 서비스업,,콜센터
10,서울,중구,2020. 5. 26,15,KB생명보험 콜센터,1,14,2020. 6. 12,사업지원 서비스업,,콜센터
10,서울,서대문구,2020. 5. 30,16,연아나 뉴스클래스,3,4,2020. 5. 31,교육서비스업,,학원
10,서울,서대문구,2020. 5. 30,16,연아나 뉴스클래스,1,5,2020. 6. 14,교육서비스업,,학원
10,서울,관악구,2020. 6. 2,17,리치웨이,9,10,2020. 6. 4,도매 및 소매업,6월 2일 지표확진자 1명 추가,
10,서울,관악구,2020. 6. 2,17,리치웨이,19,29,2020. 6. 5,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,13,42,2020. 6. 6,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,3,45,2020. 6. 7,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,7,52,2020. 6. 8,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,8,68,2020. 6. 9,도매 및 소매업,(전일+추가)값과 누적값 불일치,
10,서울,관악구,2020. 6. 2,17,리치웨이,25,93,2020. 6. 10,도매 및 소매업,SJ 투자회사 콜센터 관련 확진자(6.7) 8명 -> 리치웨이로 재분류,
10,서울,관악구,2020. 6. 2,17,리치웨이,14,116,2020. 6. 11,도매 및 소매업,예수말씀실천교회 확진자 9명 -> 리치웨이로 재분류 ; (전일+추가)값과 누적값 불일치,
10,서울,관악구,2020. 6. 2,17,리치웨이,23,139,2020. 6. 12,도매 및 소매업,추가적인 집단확진 발생,
10,서울,관악구,2020. 6. 2,17,리치웨이,14,153,2020. 6. 13,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,11,164,2020. 6. 14,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,5,169,2020. 6. 15,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,3,172,2020. 6. 16,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,4,176,2020. 6. 17,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,4,180,2020. 6. 18,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,7,187,2020. 6. 19,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,6,193,2020. 6. 20,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,1,194,2020. 6. 21,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,4,198,2020. 6. 22,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,4,202,2020. 6. 23,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,3,205,2020. 6. 24,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,2,207,2020. 6. 28,도매 및 소매업,,
10,서울,관악구,2020. 6. 2,17,리치웨이,3,210,2020. 6. 29,도매 및 소매업,,
10,서울,양천구,2020. 6. 6,18,운동시설,17,17,2020. 6. 6,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,,41,2020. 6. 8,스포츠서비스업,용인 큰나무 교회 -> 양천구 운동시설로 재분류,
10,서울,양천구,2020. 6. 6,18,운동시설,10,51,2020. 6. 9,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,3,54,2020. 6. 10,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,6,60,2020. 6. 11,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,1,61,2020. 6. 12,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,1,62,2020. 6. 13,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,2,66,2020. 6. 16,스포츠서비스업,중간 기록 누락 추정 (누적값 불일치),
10,서울,양천구,2020. 6. 6,18,운동시설,1,67,2020. 6. 17,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,1,68,2020. 6. 18,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,1,69,2020. 6. 19,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,1,70,2020. 6. 20,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,2,72,2020. 6. 26,스포츠서비스업,,
10,서울,양천구,2020. 6. 6,18,운동시설,1,73,2020. 6. 27,스포츠서비스업,,
10,서울,중랑구,2020. 6. 7,19,원묵고등학교,1,1,2020. 6. 8,교육서비스업,해당 학생 6월 5일 롯데어드벤처 방문,초중고
10,서울,구로구,2020. 6. 9,20,대자연코리아,4,5,2020. 6. 20,도매 및 소매업,6월 9일 지표환자 1명 추가,
10,서울,구로구,2020. 6. 9,20,대자연코리아,2,7,2020. 6. 21,도매 및 소매업,,
10,서울,강서구,2020. 6. 9,21,SJ투자회사 콜센터,4,4,2020. 6. 9,사업지원 서비스업,,콜센터
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,13,14,2020. 6. 12,사회복지서비스업,6월 11일 지표환자 1명 추가,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,2,16,2020. 6. 13,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,1,17,2020. 6. 14,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,2,19,2020. 6. 15,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,3,22,2020. 6. 16,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,12,34,2020. 6. 17,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,3,38,2020. 6. 18,사회복지서비스업,(전일+추가)값과 누적값 불일치,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,2,40,2020. 6. 19,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,2,42,2020. 6. 20,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,1,43,2020. 6. 21,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,2,45,2020. 6. 23,사회복지서비스업,,
10,서울,도봉구,2020. 6. 11,22,성심데이케어센터,2,47,2020. 6. 24,사회복지서비스업,,
10,서울,중구,2020. 6. 15,23,시청역,4,5,2020. 6. 18,운수 및 창고업,6월 15일 지표환자 1명(안전관리 요원) 추가,
10,서울,중구,2020. 6. 15,23,시청역,1,7,2020. 6. 21,운수 및 창고업,중간 기록 누락 추정 (누적값 불일치),
10,서울,영등포구,2020. 6. 15,24,자동차 동호회 모임,5,5,2020. 6. 24,가족 및 지인 모임,,
10,서울,영등포구,2020. 6. 15,24,자동차 동호회 모임,1,6,2020. 6. 28,가족 및 지인 모임,,
10,서울,은평구,2020. 6. 17,25,일가족,5,12,2020. 6. 18,가족 및 지인 모임,,
10,서울,강남구,2020. 6. 24,26,역삼동 모임,3,3,2020. 6. 25,가족 및 지인 모임,,
10,서울,강남구,2020. 6. 24,26,역삼동 모임,4,7,2020. 6. 25,가족 및 지인 모임,,
10,서울,강남구,2020. 6. 24,26,역삼동 모임,3,11,2020. 6. 27,가족 및 지인 모임,중간 기록 누락 추정 (누적값 불일치),
10,서울,강남구,2020. 6. 24,26,역삼동 모임,2,13,2020. 6. 28,가족 및 지인 모임,,
10,서울,강남구,2020. 6. 30,27,금융회사,5,5,2020. 7. 3,금융 및 보험업,"1명 종로구 소재 통신사 직원, 7월 3일 집계발표",
10,서울,강남구,2020. 6. 30,27,금융회사,1,8,2020. 7. 9,금융 및 보험업,"7월3일, 4일, 8일 1명씩 추가; 중간 기록 누락 추정 (누적값 불일치)",
10,서울,강남구,2020. 6. 30,27,금융회사,1,9,2020. 7. 23,금융 및 보험업,,
10,서울,강남구,2020. 7. 1,28,사무실(온수매트 사업 관련),5,6,2020. 7. 7,도매 및 소매업,"지표환자 1명 추가, 누적 6명",
10,서울,강남구,2020. 7. 1,28,사무실(온수매트 사업 관련),5,11,2020. 7. 8,도매 및 소매업,"확진자 1명, 조사 불분명 4명 확인",
10,서울,강남구,2020. 7. 1,28,사무실(온수매트 사업 관련),1,12,2020. 7. 10,도매 및 소매업,,
10,서울,강남구,2020. 7. 2,29,사무실 관련,2,24,2020. 7. 20,일반 직장,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합",
10,서울,강남구,2020. 7. 2,29,사무실 관련,1,25,2020. 7. 22,일반 직장,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합",
10,서울,강남구,2020. 7. 2,29,사무실 관련,1,26,2020. 7. 24,일반 직장,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합",
10,서울,강남구,2020. 7. 2,30,역삼동 V빌딩,7,8,2020. 7. 14,일반 직장,7월 2일 지표환자 1명 추가,
10,서울,강남구,2020. 7. 2,30,역삼동 V빌딩,1,9,2020. 7. 15,일반 직장,,
10,서울,관악구,2020. 7. 2,31,일가족,7,7,2020. 7. 2,가족 및 지인 모임,,
10,서울,중랑구,2020. 7. 2,31,일가족,8,9,2020. 7. 6,가족 및 지인 모임,"초발환자 1명 추가, 누적 9명",
10,서울,,2020. 7. 6,32,서울 롯데 미도파 광화문 빌딩,5,6,2020. 7. 10,일반 직장,7월 6일 지표환자 1명 이후 5명 확진,
10,서울,,2020. 7. 6,32,서울 롯데 미도파 광화문 빌딩,1,7,2020. 7. 11,일반 직장,,
10,서울,,2020. 7. 11,33,서울 한화생명,4,5,2020. 7. 15,금융 및 보험업,7월 11일 지표환자 1명 추가,
10,서울,,2020. 7. 11,33,서울 한화생명,3,8,2020. 7. 17,금융 및 보험업,,
10,서울,,2020. 7. 11,33,서울 한화생명,3,11,2020. 7. 18,금융 및 보험업,,
10,서울,,2020. 7. 11,33,서울 한화생명,2,13,2020. 7. 19,금융 및 보험업,,
10,서울,강남구,2020. 7. 11,34,이동통신 종사자,4,5,2020. 7. 14,기타,7월 11일 지표환자 1명 추가,
10,서울,관악구,2020. 7. 12,35,사무실,7,8,2020. 7. 14,일반 직장,7월 12일 지표환자 1명 추가,
10,서울,관악구,2020. 7. 12,35,사무실,1,9,2020. 7. 15,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,2,11,2020. 7. 16,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,2,13,2020. 7. 17,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,6,19,2020. 7. 18,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,13,32,2020. 7. 19,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,1,33,2020. 7. 20,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,1,34,2020. 7. 21,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,2,36,2020. 7. 25,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,1,37,2020. 7. 26,일반 직장,,
10,서울,관악구,2020. 7. 12,35,사무실,1,38,2020. 7. 27,일반 직장,,
10,서울,성동구,2020. 7. 18,36,서울 성수고등학교,1,2,2020. 7. 19,교육서비스업,7월 18일 지표환자 1명 추가,초중고
10,서울,강남구,2020. 7. 18,37,K빌딩 부동산 관련 회사,13,13,2020. 7. 22,부동산업,,
10,서울,강남구,2020. 7. 18,37,K빌딩 부동산 관련 회사,3,16,2020. 7. 25,부동산업,,
10,서울,강남구,2020. 7. 18,37,K빌딩 부동산 관련 회사,1,17,2020. 7. 31,부동산업,,
10,서울,종로구,2020. 7. 19,38,신명투자,8,9,2020. 7. 25,금융 및 보험업,7월 19일 지표환자 1명 추가,
10,서울,종로구,2020. 7. 19,38,신명투자,1,10,2020. 7. 28,금융 및 보험업,,
10,서울,종로구,2020. 7. 19,38,신명투자,2,12,2020. 7. 29,금융 및 보험업,,
10,서울,종로구,2020. 7. 19,38,신명투자,1,13,2020. 8. 1,금융 및 보험업,,
10,서울,송파구,2020. 7. 20,39,사랑교회,3,4,2020. 7. 22,종교 시설 및 단체,7월 20일 지표환자 1명 추가,
10,서울,송파구,2020. 7. 20,39,사랑교회,4,8,2020. 7. 23,종교 시설 및 단체,,
10,서울,송파구,2020. 7. 20,39,사랑교회,10,18,2020. 7. 24,종교 시설 및 단체,,
10,서울,송파구,2020. 7. 20,39,사랑교회,1,19,2020. 7. 25,종교 시설 및 단체,,
10,서울,송파구,2020. 7. 20,40,송파구 사랑교회,2,21,2020. 8. 5,종교 시설 및 단체,,
10,서울,송파구,2020. 7. 20,40,송파구 사랑교회,1,22,2020. 8. 6,종교 시설 및 단체,,
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),9,9,2020. 7. 20,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),3,12,2020. 7. 21,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),3,15,2020. 7. 22,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),5,20,2020. 7. 23,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),1,21,2020. 7. 24,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),3,24,2020. 7. 25,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),1,25,2020. 7. 26,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),3,28,2020. 7. 27,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),1,29,2020. 7. 30,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),1,30,2020. 7. 31,사회복지서비스업,,요양병원/요양시설
10,서울,강서구,2020. 7. 20,41,요양시설(강서중앙데이케어센터),2,31,2020. 8. 2,사회복지서비스업,중간 기록 누락 추정 (누적값 불일치),요양병원/요양시설
10,서울,송파구,2020. 7. 23,42,송파구 지인 모임,1,9,2020. 8. 5,가족 및 지인 모임,,
10,서울,송파구,2020. 7. 23,42,지인 모임,1,7,2020. 7. 28,가족 및 지인 모임,"7월 23일 지표환자 1명, 24일 1명, 25일 1명, 26일 3명, 28일 1명",
10,서울,송파구,2020. 7. 23,42,지인 모임,1,8,2020. 7. 30,가족 및 지인 모임,,
10,서울,종로구,2020. 7. 25,43,정부 서울청사,1,1,2020. 7. 25,공공 행정기관,,
10,서울,강남구,2020. 7. 27,44,강남구 커피전문점,8,9,2020. 8. 2,음식점 및 주점업,커피전문점과 양재동 식당과 연관,카페
10,서울,강남구,2020. 7. 27,44,강남구 커피전문점,1,10,2020. 8. 3,음식점 및 주점업,,카페
10,서울,강남구,2020. 7. 27,44,강남구 커피전문점/양재동 식당,2,12,2020. 8. 4,음식점 및 주점업,,카페
10,서울,강남구,2020. 7. 27,44,강남구 커피전문점/양재동 식당,1,13,2020. 8. 5,음식점 및 주점업,,카페
10,서울,강남구,2020. 7. 27,44,강남구 커피전문점/양재동 식당,2,15,2020. 8. 6,음식점 및 주점업,,카페
10,서울,강남구,2020. 7. 27,44,강남구 커피전문점/양재동 식당,1,16,2020. 8. 7,음식점 및 주점업,,카페
10,서울,,2020. 8. 4,45,선교회 소모임,2,4,2020. 8. 8,종교 시설 및 단체,7월 19일 같은 선교회 소모임 참석한 두 부부 7/22-23 확진판정,
10,서울,성동구,2020. 8. 5,46,성동구 가족 모임,3,4,2020. 8. 8,가족 및 지인 모임,,
10,서울,강남구,2020. 8. 6,47,역삼동 사무실(신일유토빌 오피스텔),2,9,2020. 8. 13,일반 직장,경기도 광주시 일가족 환자 등(3명)과의 연관성 확인되어 집단사례 분류,
10,서울,강남구,2020. 8. 6,47,역삼동 사무실(신일유토빌 오피스텔),1,10,2020. 8. 14,일반 직장,,
10,서울,강남구,2020. 8. 6,47,역삼동 사무실(신일유토빌 오피스텔),1,11,2020. 8. 15,일반 직장,,
10,서울,강남구,2020. 8. 6,47,역삼동 사무실(신일유토빌 오피스텔),2,13,2020. 8. 16,일반 직장,,
10,서울,관악구,2020. 8. 7,48,은천재활요양병원,3,4,2020. 8. 11,보건의료업,,요양병원/요양시설
10,서울,관악구,2020. 8. 7,48,은천재활요양병원,2,6,2020. 8. 12,보건의료업,,요양병원/요양시설
10,서울,관악구,2020. 8. 7,48,은천재활요양병원,2,8,2020. 8. 13,보건의료업,,요양병원/요양시설
10,서울,관악구,2020. 8. 7,48,은천재활요양병원,1,9,2020. 8. 16,보건의료업,,요양병원/요양시설
10,서울,관악구,2020. 8. 7,48,은천재활요양병원,1,10,2020. 8. 17,보건의료업,,요양병원/요양시설
10,서울,관악구,2020. 8. 7,48,은천재활요양병원,1,11,2020. 8. 22,보건의료업,,요양병원/요양시설
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인,2,18,2020. 8. 14,일반 직장,"경기도 남양주시 일가족 환자(3명), 광진구 일가족 환자(5명) 연관성 확인",
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인,2,20,2020. 8. 15,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,5,56,2020. 8. 16,일반 직장,경기도 양평군 단체모임과 연관성 확인됨,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,2,58,2020. 8. 17,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,15,73,2020. 8. 18,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,1,74,2020. 8. 19,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,2,76,2020. 8. 20,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,12,88,2020. 8. 21,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,2,90,2020. 8. 22,일반 직장,,
10,서울,강남구,2020. 8. 11,49,강남구 골드트레인/양평군 단체모임,10,100,2020. 8. 23,일반 직장,,
